% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.620900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.452777695e+03 +5.990687695e+03 +5.990687695e+03 +2.6733e+00 +1.8078e+00 -2.7885e-01 +2.7377e+00 -4.2981e+00 -3.5274e+00 -4.9599e-01 +1.2811e+00 -1.0802e+00 +4.0175e+00 +7.1937e-01 +3.7710e+00 -3.6286e+00 +1.4313e+00 +1.4221e+00 -2.1038e+00 -3.1670e-01 +4.6659e+00 +4.4571e+00 -4.6740e+00
2 0 +6.420321603e+03 +5.958231603e+03 +5.958231603e+03 +1.0746e+00 -4.9168e+00 -6.1887e-01 -1.1230e+00 -2.6781e+00 -3.3881e+00 +3.0026e+00 +3.5033e+00 +1.9898e+00 +4.0709e+00 +4.2992e+00 +1.4394e+00 -5.8767e-01 -2.2735e+00 +4.1124e-01 -1.2476e+00 +3.2452e+00 +4.5422e+00 +4.7201e+00 -2.6083e-01
3 0 +2.988140835e+03 +2.526050835e+03 +2.526050835e+03 +3.2317e+00 -3.5109e+00 +3.7853e+00 -3.1063e+00 -1.2131e+00 -2.1713e+00 -2.4807e+00 -3.8946e+00 +2.2029e+00 +4.1120e+00 +7.4849e-01 +2.7104e+00 -7.9018e-01 +2.5209e+00 +4.8796e+00 -2.8600e+00 +4.3118e+00 +7.5636e-01 -2.0582e+00 +4.9346e-01
5 0 +2.007646261e+03 +1.545556261e+03 +1.545556261e+03 -1.5324e+00 -1.7197e+00 +5.6181e-02 +1.0625e+00 -4.8031e+00 +4.9671e+00 -3.6806e+00 -3.9194e-01 -1.6854e+00 +6.5556e-01 +2.5434e-01 +3.5288e+00 +2.4278e+00 -2.8437e+00 -3.1469e+00 -4.8043e+00 +3.8156e+00 +2.2946e+00 -4.6118e+00 -3.0990e+00
10 0 +1.407378346e+03 +9.452883465e+02 +9.452883465e+02 -2.3269e+00 +4.3439e+00 -3.4368e+00 +3.2916e+00 +4.4539e+00 -4.3399e+00 +6.4815e-02 +4.3781e+00 -1.9038e+00 -3.3394e+00 +4.0763e+00 +3.5579e-01 +5.9693e-01 +1.0904e-01 -2.9105e+00 -3.6494e+00 -3.7869e+00 +3.8857e+00 -2.1339e+00 -2.1195e+00
30 0 +1.175477112e+03 +7.133871116e+02 +7.133871116e+02 +2.8417e+00 +2.9037e+00 +4.6532e+00 -2.3497e-01 +1.9536e+00 +1.2767e+00 -1.7520e+00 +3.1179e-01 -3.3585e+00 +1.7120e+00 +3.3388e+00 -2.5865e-01 +7.2522e-01 -4.4628e+00 -4.5291e+00 -3.2191e+00 -2.9973e+00 -3.4318e+00 -2.7976e+00 +3.4116e+00
40 0 +1.119251418e+03 +6.571614183e+02 +6.571614183e+02 +2.1388e+00 +3.6994e+00 +9.0490e-01 +1.5798e+00 -2.1520e+00 -4.7858e+00 -3.6218e+00 -1.5114e+00 +4.7121e+00 +4.5896e+00 -3.4294e-01 -2.7760e+00 -3.7457e+00 +1.0266e+00 -3.8217e+00 -1.6781e+00 +1.6962e+00 +4.7890e+00 -3.3835e+00 +5.2576e-01
41 0 +7.357123508e+02 +2.736223508e+02 +2.736223508e+02 +3.2849e+00 -3.3153e+00 +4.5944e+00 +1.0822e+00 -8.7931e-01 +3.6328e+00 -4.2238e+00 -3.0311e+00 +1.2054e+00 +3.7199e+00 -4.8743e+00 -1.7688e-01 -3.1592e+00 -1.1828e+00 -4.9939e+00 -3.5265e+00 -1.3907e+00 +1.9604e+00 -7.2141e-01 +2.2835e+00
312 0 +6.090553962e+02 +1.469653962e+02 +1.469653962e+02 +1.9129e+00 +4.3121e+00 +8.6657e-01 -2.2314e+00 -2.7329e+00 +3.4621e-01 -3.2833e+00 +1.9103e+00 +1.0309e+00 +1.4730e+00 -2.0408e+00 -1.4100e+00 -3.6547e+00 -2.0107e+00 -4.3323e+00 -4.1626e+00 -2.0437e+00 +1.4988e+00 -8.7523e-01 +4.2185e-01
732 0 +5.449506071e+02 +8.286060712e+01 +8.286060712e+01 +2.1604e+00 +2.6810e+00 +8.1709e-01 -3.4243e+00 +2.6701e+00 -2.7889e+00 -1.0744e+00 -1.7617e-02 +9.3910e-01 +3.7479e+00 +3.4524e-01 -4.0963e-01 +5.4337e-01 -2.0042e+00 -4.3524e-01 -3.2673e+00 -4.7801e-01 +1.6280e+00 -2.7162e+00 +8.6123e-01
